feature,min_mz,max_mz,min_rt,max_rt,mean_mz,feat_class
FT001,62.9823793865514,62.9824867248535,1162.54467773438,1297.15307617188,62.9824330557025,Bad
FT002,62.9823832012439,62.982494354248,1097.01171875,1242.24133300781,62.9824387777459,Bad
FT003,62.9823965526676,62.9824905395508,1.59304392337799,136.504165649414,62.9824435461092,Bad
FT004,62.9823946453214,62.9824829101562,355.861633300781,456.270629882812,62.9824387777388,Bad
FT005,62.9823965526676,62.9824905395508,299.998229980469,387.469085693359,62.9824435461092,Bad
FT006,62.9823908306289,62.982494354248,131.858596801758,217.187561035156,62.9824425924384,Bad
FT007,62.9823946453214,62.9824867248535,175.126861572266,258.534729003906,62.9824406850875,Bad
FT008,62.9823913574219,62.9824905395508,1082.47436523438,1190.61694335938,62.9824409484864,Bad
FT009,62.9823946453214,62.982479095459,441.821716308594,501.996612548828,62.9824368703902,Bad
FT010,62.9823946453214,62.9824905395508,211.4140625,297.006042480469,62.9824425924361,Bad
FT011,62.9823760986328,62.982479095459,817.311462402344,959.930480957031,62.9824275970459,Bad
FT012,62.9823851085901,62.982494354248,42.6939163208008,142.810256958008,62.982439731419,Bad
FT013,62.9824003673601,62.9825134277344,810.258605957031,886.23486328125,62.9824568975473,Bad
FT014,62.9823936916482,62.9824638366699,275.189239501953,323.657318115234,62.9824287641591,Bad
FT015,62.9823913574219,62.9824981689453,918.275024414062,1002.19909667969,62.9824447631836,Bad
FT016,62.9823684692383,62.982479095459,995.875061035156,1101.22937011719,62.9824237823486,Bad
FT017,62.9823913574219,62.9824523925781,968.167358398438,1027.55932617188,62.982421875,Bad
FT018,64.0164184570312,64.0165405273438,1151.33544921875,1250.67993164062,64.0164794921875,Bad
FT019,64.0164223597431,64.0165252685547,1224.03039550781,1296.00268554688,64.0164738141489,Bad
FT020,64.0164376185131,64.0165100097656,6.75807476043701,81.6664886474609,64.0164738141393,Bad
FT021,64.0164489746094,64.0165252685547,572.573120117188,610.408996582031,64.0164871215821,Bad
FT022,64.0164147303581,64.0165176391602,744.607177734375,836.815185546875,64.0164661847591,Bad
FT023,74.0970028681326,74.0971145629883,508.155853271484,577.27587890625,74.0970587155605,Good
FT024,74.0970143122101,74.0971069335938,0.322227558,99.4244613647461,74.0970606229019,Bad
FT025,74.0970295709801,74.0971069335938,558.891723632812,617.359130859375,74.097068252287,Bad
FT031,87.0444811906004,87.0445709228516,451.151885986328,498.616973876953,87.044526056726,Bad
FT032,87.0444659318304,87.0445556640625,497.558319091797,586.628112792969,87.04451079794646,Bad
FT033,87.0444945420241,87.0445785522461,366.271453857422,451.151885986328,87.0445365471351,Bad
FT034,90.0917090557551,90.0918121337891,255.457794189453,367.242004394531,90.0917605947721,Bad
FT035,90.0917529247189,90.0918273925781,512.680419921875,576.232482910156,90.09179015864851,Bad
FT036,90.0917548320651,90.0918655395508,4.54251289367676,58.3574752807617,90.09181018580796,Bad
FT037,98.0715942382812,98.0716857910156,111.027458190918,172.75634765625,98.0716400146484,Bad
FT038,98.0716242364883,98.0717239379883,1249.19738769531,1297.15307617188,98.0716740872383,Bad
FT039,104.070836631873,104.070938110352,372.299346923828,459.188446044922,104.07088737111249,Bad
FT040,104.070869056759,104.07096862793,95.5021133422852,174.877944946289,104.0709188423445,Bad
FT041,104.070869056759,104.070983886719,584.701171875,670.474853515625,104.070926471739,Bad
FT042,104.070846168604,104.07096862793,4.5924768447876,99.9022369384766,104.070907398267,Bad
FT043,104.070899574299,104.071014404297,518.801147460938,575.42919921875,104.070956989298,Bad
FT044,104.070853797989,104.070991516113,459.188446044922,504.206237792969,104.070922657051,Bad
FT045,104.107269287109,104.107307434082,791.01953125,858.952026367188,104.1072883605955,Bad
FT046,104.107253593798,104.107406616211,521.769287109375,622.854125976562,104.10733010500451,Good
FT047,104.107307434082,104.107429504395,647.150634765625,724.406311035156,104.10736846923851,Bad
