"feat_id","mzmed","rtmed","feat_class"
"FT0001",60.0451349177432,20.8797871907552,"Unclassified"
"FT0002",60.0644957985313,6.81350250244141,"Unclassified"
"FT0003",60.0644788685116,9.41277262369792,"Unclassified"
"FT0004",60.0644775727992,0.745560391743978,"Bad"
"FT0005",60.0644929366953,8.05210622151693,"Unclassified"
"FT0006",60.0644834573062,3.84931996663411,"Unclassified"
"FT0007",60.06449314503,2.17443386391602,"Unclassified"
"FT0008",60.0644824784662,5.75130688898112,"Unclassified"
"FT0009",60.0644808886658,4.48642908732096,"Bad"
"FT0010",60.064505745559,11.0570398966471,"Bad"
"FT0011",60.0644930139711,2.9106052,"Unclassified"
"FT0012",61.040400056775,4.80164286295573,"Unclassified"
"FT0013",61.0404026130377,7.89421132405599,"Unclassified"
"FT0014",62.0607872779342,10.0772897646484,"Unclassified"
"FT0015",62.0607901347459,12.4411539713542,"Unclassified"
"FT0016",62.060764361539,1.04828783671061,"Unclassified"
"FT0017",62.0607619105275,2.25827191670736,"Unclassified"
"FT0018",62.982458710268,21.1313822428385,"Unclassified"
"FT0019",62.9824641732315,20.1666412353516,"Unclassified"
"FT0020",62.9824708808267,0.246156024932861,"Unclassified"
"FT0021",62.9824704269018,5.67247416178385,"Unclassified"
"FT0022",62.9824686376952,3.78941396077474,"Bad"
"FT0023",62.9824672143982,4.31860097249349,"Bad"
"FT0024",62.9824649158541,2.70068842569987,"Bad"
"FT0025",62.9824763849753,6.81833699544271,"Unclassified"
"FT0026",62.9824694622653,7.72852478027344,"Bad"
"FT0027",62.9824772675379,18.9806762695313,"Unclassified"
"FT0028",62.9824627564483,1.75813446044922,"Unclassified"
"FT0029",62.9824633599426,4.99569574991862,"Bad"
"FT0030",62.9824843937078,14.9470331827799,"Unclassified"
"FT0031",62.9824765813503,13.9941467285156,"Unclassified"
"FT0032",62.9824862219268,16.1698003133138,"Unclassified"
"FT0033",62.9824804026701,17.505126953125,"Unclassified"
"FT0034",64.0164962069478,21.1528564453125,"Unclassified"
"FT0035",64.016500460537,20.1447550455729,"Unclassified"
"FT0036",64.0165081635258,0.529003477096558,"Unclassified"
"FT0037",64.0165350211048,9.80214436848958,"Unclassified"
"FT0038",64.0164821604883,19.0886993408203,"Unclassified"
"FT0039",64.0164897311546,13.8060750325521,"Unclassified"
"FT0040",64.0165102027101,13.1045710245768,"Bad"
"FT0041",64.0164737252328,15.321826171875,"Unclassified"
"FT0042",70.0658200134244,7.50470682779948,"Good"
"FT0043",70.0658394474198,0.209374745686849,"Unclassified"
"FT0044",70.0658252413143,9.83725891113281,"Unclassified"
"FT0045",70.0658228579048,10.7868657430013,"Unclassified"
"FT0046",70.0658221178284,6.24922383626302,"Unclassified"
"FT0047",70.0658171583772,16.1006276448568,"Unclassified"
"FT0048",70.0657970516783,4.94745051066081,"Bad"
"FT0049",70.0658073052858,14.4666910807292,"Bad"
"FT0050",70.065790758766,8.88729705810547,"Bad"
"FT0051",70.0657760352786,1.07681954701742,"Unclassified"
"FT0052",70.0657980795986,3.44359906514486,"Bad"
"FT0053",70.0658001925705,11.809428914388,"Bad"
"FT0054",71.0498097281659,0.077042958,"Unclassified"
"FT0055",72.0814668719767,0.194347242692464,"Unclassified"
"FT0056",72.0814481651434,7.07027867635091,"Unclassified"
"FT0057",72.0814447942524,5.44071553548177,"Unclassified"
"FT0058",72.0814440835946,2.92546984354655,"Bad"
"FT0059",72.0814638966025,10.0737660725911,"Unclassified"
"FT0060",72.0814424093456,1.17906112670898,"Unclassified"
"FT0061",72.0814699304906,19.6650644938151,"Unclassified"
"FT0062",72.0814426758455,11.5194732666016,"Bad"
"FT0063",72.08143605438,6.24834264119466,"Bad"
"FT0064",72.0814488571619,15.9311726888021,"Unclassified"
"FT0065",72.0814359451288,13.9709894816081,"Bad"
"FT0066",72.0814601140803,17.3199727376302,"Bad"
"FT0067",72.0814557619578,14.9296264648438,"Unclassified"
"FT0068",72.0814841826269,17.9431355794271,"Bad"
"FT0069",72.081423087895,9.01028137207031,"Bad"
"FT0070",72.0814423262912,7.97234649658203,"Bad"
"FT0071",72.0814305895293,12.3202479044596,"Bad"
"FT0072",72.0814423480834,4.22280527750651,"Bad"
"FT0073",72.0814279523816,12.9930053710937,"Bad"
"FT0074",72.0814547460276,21.5489054361979,"Unclassified"
"FT0075",72.0814259377974,20.6532806396484,"Bad"
"FT0076",73.0654628868941,0.11385087,"Unclassified"
"FT0077",73.0654561229328,1.82725830078125,"Unclassified"
"FT0078",73.0654889337004,7.85020929972331,"Bad"
"FT0079",73.0654797535882,2.73695602416992,"Bad"
"FT0080",73.0654855759051,10.4753143310547,"Bad"
"FT0081",73.0654903449844,10.9712768554687,"Bad"
"FT0082",73.0654933918987,6.07344436645508,"Unclassified"
"FT0083",73.0654949187291,6.98891830444336,"Bad"
"FT0084",73.0654852010179,17.1307795206706,"Unclassified"
"FT0085",73.0654579782338,5.37878239949544,"Unclassified"
