"new_rt","filename","rt"
0.00537045945723852,"190715_Blk_KM1906U14-Blk_C.mzML",0.0054106884
0.0266198774178823,"190715_Blk_KM1906U14-Blk_C.mzML",0.025843908
0.0434890071551005,"190715_Blk_KM1906U14-Blk_C.mzML",0.042314606
0.0599006652832031,"190715_Blk_KM1906U14-Blk_C.mzML",0.058643672
0.0762272040049235,"190715_Blk_KM1906U14-Blk_C.mzML",0.074899607
0.0915581226348877,"190715_Blk_KM1906U14-Blk_C.mzML",0.09017474
0.113240273793538,"190715_Blk_KM1906U14-Blk_C.mzML",0.11179541
0.129539616902669,"190715_Blk_KM1906U14-Blk_C.mzML",0.12806196
0.145037078857422,"190715_Blk_KM1906U14-Blk_C.mzML",0.14353896
0.160421927769979,"190715_Blk_KM1906U14-Blk_C.mzML",0.15891386
0.175808954238892,"190715_Blk_KM1906U14-Blk_C.mzML",0.17430124
0.194232288996379,"190715_Blk_KM1906U14-Blk_C.mzML",0.19273859
0.209596681594849,"190715_Blk_KM1906U14-Blk_C.mzML",0.20812602
0.225046332677205,"190715_Blk_KM1906U14-Blk_C.mzML",0.22360926
0.240421152114868,"190715_Blk_KM1906U14-Blk_C.mzML",0.23902789
0.25573795636495,"190715_Blk_KM1906U14-Blk_C.mzML",0.25439863
0.273520374298096,"190715_Blk_KM1906U14-Blk_C.mzML",0.27225664
0.289453315734863,"190715_Blk_KM1906U14-Blk_C.mzML",0.28826909
0.304720878601074,"190715_Blk_KM1906U14-Blk_C.mzML",0.30362329
0.319973945617676,"190715_Blk_KM1906U14-Blk_C.mzML",0.31897319
0.335223038991292,"190715_Blk_KM1906U14-Blk_C.mzML",0.33432937
0.350480461120605,"190715_Blk_KM1906U14-Blk_C.mzML",0.34970419
0.368959554036458,"190715_Blk_KM1906U14-Blk_C.mzML",0.36833934
0.384184328715007,"190715_Blk_KM1906U14-Blk_C.mzML",0.38370399
0.39936777750651,"190715_Blk_KM1906U14-Blk_C.mzML",0.39903724
0.414547348022461,"190715_Blk_KM1906U14-Blk_C.mzML",0.41437673
0.429751682281494,"190715_Blk_KM1906U14-Blk_C.mzML",0.42975157
0.445742479960124,"190715_Blk_KM1906U14-Blk_C.mzML",0.44593274
0.460820992787679,"190715_Blk_KM1906U14-Blk_C.mzML",0.46120122
0.475957647959391,"190715_Blk_KM1906U14-Blk_C.mzML",0.47653882
0.49106346766154,"190715_Blk_KM1906U14-Blk_C.mzML",0.49185532
0.506179650624593,"190715_Blk_KM1906U14-Blk_C.mzML",0.50719259
0.524500147501628,"190715_Blk_KM1906U14-Blk_C.mzML",0.52579469
0.539540735880534,"190715_Blk_KM1906U14-Blk_C.mzML",0.54107772
0.554653676350911,"190715_Blk_KM1906U14-Blk_C.mzML",0.55644452
0.569709205627441,"190715_Blk_KM1906U14-Blk_C.mzML",0.57176316
0.584746424357096,"190715_Blk_KM1906U14-Blk_C.mzML",0.58707331
0.599800554911296,"190715_Blk_KM1906U14-Blk_C.mzML",0.60241089
0.61546745300293,"190715_Blk_KM1906U14-Blk_C.mzML",0.61838368
0.630492846171061,"190715_Blk_KM1906U14-Blk_C.mzML",0.63371274
0.645549011230469,"190715_Blk_KM1906U14-Blk_C.mzML",0.64908347
0.660515530904134,"190715_Blk_KM1906U14-Blk_C.mzML",0.66437286
0.675563748677572,"190715_Blk_KM1906U14-Blk_C.mzML",0.67975596
0.692041651407878,"190715_Blk_KM1906U14-Blk_C.mzML",0.69661231
0.706965065002441,"190715_Blk_KM1906U14-Blk_C.mzML",0.71188913
0.721933873494466,"190715_Blk_KM1906U14-Blk_C.mzML",0.72722258
0.736829566955566,"190715_Blk_KM1906U14-Blk_C.mzML",0.74249119
0.751709111531575,"190715_Blk_KM1906U14-Blk_C.mzML",0.75775343
0.766627820332845,"190715_Blk_KM1906U14-Blk_C.mzML",0.77306597
0.781554857889811,"190715_Blk_KM1906U14-Blk_C.mzML",0.78839717
0.796471786499023,"190715_Blk_KM1906U14-Blk_C.mzML",0.80372826
